"year";"timescale";"x";"y";"NFad";"se_NFad";"Log_over_Fad";"NLog";"se_NLog";"NFob";"se_NFob"
2020;1;25;-35;0,23;0;NA;NA;NA;NA;NA
2020;1;25;-33;0,06;0;NA;NA;NA;NA;NA
2020;1;27;-35;0,03;0;NA;NA;NA;NA;NA
2020;1;27;-33;0,13;0;NA;NA;NA;NA;NA
2020;1;29;-33;0,03;0;NA;NA;NA;NA;NA
2020;1;31;-35;0,03;0;NA;NA;NA;NA;NA
2020;1;31;-33;0,22;0;NA;NA;NA;NA;NA
2020;1;31;-31;0,64;0;NA;NA;NA;NA;NA
2020;1;31;-29;0,32;0,133040964464278;NA;NA;NA;NA;NA
2020;1;33;-33;0,28;0;NA;NA;NA;NA;NA
2020;1;33;-31;0,42;0;NA;NA;NA;NA;NA
2020;1;33;-29;0,7;0,133040964464278;NA;NA;NA;NA;NA
2020;1;33;-27;2,68;0,532163857857111;NA;NA;NA;NA;NA
2020;1;33;-25;0,58;0,133040964464278;NA;NA;NA;NA;NA
2020;1;35;-33;0,13;0;NA;NA;NA;NA;NA
2020;1;35;-31;0,29;0;NA;NA;NA;NA;NA
2020;1;35;-29;0,25;0;NA;NA;NA;NA;NA
2020;1;35;-27;2,07;0,266081928928555;NA;NA;NA;NA;NA
2020;1;35;-25;4,45;0,665204822321388;NA;NA;NA;NA;NA
2020;1;35;-23;2,42;0,399122893392833;NA;NA;NA;NA;NA
2020;1;35;-21;3,32;0,532163857857111;NA;NA;NA;NA;NA
2020;1;35;-19;1,74;0,133040964464278;NA;NA;NA;NA;NA
2020;1;37;-33;0,16;0;NA;NA;NA;NA;NA
2020;1;37;-31;1,07;0,266081928928555;NA;NA;NA;NA;NA
2020;1;37;-29;0,58;0;NA;NA;NA;NA;NA
2020;1;37;-27;0,74;0,0665204822321389;NA;NA;NA;NA;NA
2020;1;37;-25;8;1,26388916241064;NA;NA;NA;NA;NA
2020;1;37;-23;8,35;0,997807233482083;NA;NA;NA;NA;NA
2020;1;37;-21;7,68;0,59868434008925;NA;NA;NA;NA;NA
2020;1;37;-19;9,06;0,931286751249944;NA;NA;NA;NA;NA
2020;1;37;-17;0,74;0,133040964464278;NA;NA;NA;NA;NA
2020;1;39;-31;0,25;0;NA;NA;NA;NA;NA
2020;1;39;-29;0,32;0;NA;NA;NA;NA;NA
2020;1;39;-27;5,43;0,665204822321388;NA;NA;NA;NA;NA
2020;1;39;-25;6,35;0,931286751249944;NA;NA;NA;NA;NA
2020;1;39;-23;5,81;0,931286751249944;NA;NA;NA;NA;NA
2020;1;39;-21;7,22;0,997807233482083;NA;NA;NA;NA;NA
2020;1;39;-19;9,55;1,1973686801785;NA;NA;NA;NA;NA
2020;1;39;-17;4,62;0,665204822321388;NA;NA;NA;NA;NA
2020;1;39;-11;0,03;0;NA;NA;NA;NA;NA
2020;1;39;-9;3,38;0,59868434008925;NA;NA;NA;NA;NA
2020;1;39;-7;1,39;0,266081928928555;NA;NA;NA;NA;NA
2020;1;39;-5;6,36;0,399122893392833;NA;NA;NA;NA;NA
2020;1;39;-3;0,9;0,133040964464278;NA;NA;NA;NA;NA
2020;1;41;-27;3,33;0,332602411160694;NA;NA;NA;NA;NA
2020;1;41;-25;7,46;0,731725304553527;NA;NA;NA;NA;NA
2020;1;41;-23;7,42;1,06432771571422;NA;NA;NA;NA;NA
2020;1;41;-21;11,68;1,13084819794636;NA;NA;NA;NA;NA
2020;1;41;-19;10,42;1,26388916241064;NA;NA;NA;NA;NA
2020;1;41;-17;12,74;1,59649157357133;NA;NA;NA;NA;NA
2020;1;41;-15;16,06;2,52777832482128;NA;NA;NA;NA;NA
2020;1;41;-13;21,48;2,92690121821411;NA;NA;NA;NA;NA
2020;1;41;-11;47,59;6,18640484758891;NA;NA;NA;NA;NA
2020;1;41;-9;118,52;7,05117111660672;NA;NA;NA;NA;NA
2020;1;41;-7;63,48;4,72295423848186;NA;NA;NA;NA;NA
2020;1;41;-5;46,9;5,18859761410683;NA;NA;NA;NA;NA
2020;1;41;-3;40,77;4,39035182732116;NA;NA;NA;NA;NA
2020;1;41;-1;5,19;0,399122893392833;NA;NA;NA;NA;NA
2020;1;43;-27;0,99;0,133040964464278;NA;NA;NA;NA;NA
2020;1;43;-25;4,51;0,731725304553527;NA;NA;NA;NA;NA
2020;1;43;-23;3,36;0,665204822321388;NA;NA;NA;NA;NA
2020;1;43;-21;8,13;0,997807233482083;NA;NA;NA;NA;NA
2020;1;43;-19;10,78;1,39693012687492;NA;NA;NA;NA;NA
2020;1;43;-17;16,87;1,52997109133919;NA;NA;NA;NA;NA
2020;1;43;-15;18,2;1,52997109133919;NA;NA;NA;NA;NA
2020;1;43;-13;9,25;0,798245786785666;NA;NA;NA;NA;NA
2020;1;43;-11;38,55;4,85599520294614;NA;NA;NA;NA;NA
2020;1;43;-9;113,78;5,05555664964255;NA;NA;NA;NA;NA
2020;1;43;-7;70,69;5,72076147196394;NA;NA;NA;NA;NA
2020;1;43;-5;65,67;6,45248677651747;NA;NA;NA;NA;NA
2020;1;43;-3;39,55;4,98903616741041;NA;NA;NA;NA;NA
2020;1;43;-1;48,94;6,25292532982105;NA;NA;NA;NA;NA
2020;1;43;1;14,64;1,79605302026775;NA;NA;NA;NA;NA
2020;1;43;11;0,35;0,133040964464278;NA;NA;NA;NA;NA
2020;1;45;-33;0,06;0;NA;NA;NA;NA;NA
2020;1;45;-31;0,71;0,199561446696417;NA;NA;NA;NA;NA
2020;1;45;-29;0,74;0,199561446696417;NA;NA;NA;NA;NA
2020;1;45;-27;0,57;0,133040964464278;NA;NA;NA;NA;NA
2020;1;45;-25;0,19;0;NA;NA;NA;NA;NA
2020;1;45;-21;0,1;0;NA;NA;NA;NA;NA
2020;1;45;-19;0,64;0,133040964464278;NA;NA;NA;NA;NA
2020;1;45;-17;3,26;0,665204822321388;NA;NA;NA;NA;NA
2020;1;45;-15;20,13;2,26169639589272;NA;NA;NA;NA;NA
2020;1;45;-13;15,94;2,26169639589272;NA;NA;NA;NA;NA
2020;1;45;-11;22,35;2,46125784258914;NA;NA;NA;NA;NA
2020;1;45;-9;106,63;5,38815906080325;NA;NA;NA;NA;NA
2020;1;45;-7;100,49;4,52339279178544;NA;NA;NA;NA;NA
2020;1;45;-5;91;6,25292532982105;NA;NA;NA;NA;NA
2020;1;45;-3;70,81;4,52339279178544;NA;NA;NA;NA;NA
2020;1;45;-1;85,9;10,9758795683029;NA;NA;NA;NA;NA
2020;1;45;1;43,33;3,32602411160694;NA;NA;NA;NA;NA
2020;1;45;3;4,61;0,399122893392833;NA;NA;NA;NA;NA
2020;1;45;11;1,65;0,266081928928555;NA;NA;NA;NA;NA
2020;1;45;13;1,97;0,266081928928555;NA;NA;NA;NA;NA
2020;1;47;-33;0,09;0;NA;NA;NA;NA;NA
2020;1;47;-31;0,39;0,0665204822321389;NA;NA;NA;NA;NA
2020;1;47;-29;1,25;0,266081928928555;NA;NA;NA;NA;NA
2020;1;47;-27;0,81;0;NA;NA;NA;NA;NA
2020;1;47;-25;1,48;0,399122893392833;NA;NA;NA;NA;NA
2020;1;47;-23;0,03;0;NA;NA;NA;NA;NA
2020;1;47;-15;12,94;1,33040964464278;NA;NA;NA;NA;NA
2020;1;47;-13;15,94;2,12865543142844;NA;NA;NA;NA;NA
2020;1;47;-11;10,13;1,79605302026775;NA;NA;NA;NA;NA
2020;1;47;-9;78,39;5,6542409897318;NA;NA;NA;NA;NA
2020;1;47;-7;116,85;4,39035182732116;NA;NA;NA;NA;NA
2020;1;47;-5;108,48;7,38377352776741;NA;NA;NA;NA;NA
2020;1;47;-3;97,25;7,58333497446383;NA;NA;NA;NA;NA
2020;1;47;-1;84,29;10,4437157104458;NA;NA;NA;NA;NA
2020;1;47;1;41,39;3,65862652276764;NA;NA;NA;NA;NA
2020;1;47;3;63,75;4,789474720714;NA;NA;NA;NA;NA
2020;1;47;5;4,03;0,465643375624972;NA;NA;NA;NA;NA
2020;1;47;11;0,32;0;NA;NA;NA;NA;NA
2020;1;47;13;1,22;0,399122893392833;NA;NA;NA;NA;NA
2020;1;49;-29;0,57;0,133040964464278;NA;NA;NA;NA;NA
2020;1;49;-27;2,05;0,59868434008925;NA;NA;NA;NA;NA
2020;1;49;-25;2,22;0,399122893392833;NA;NA;NA;NA;NA
2020;1;49;-23;1,19;0,133040964464278;NA;NA;NA;NA;NA
2020;1;49;-21;0,58;0;NA;NA;NA;NA;NA
2020;1;49;-19;0,41;0;NA;NA;NA;NA;NA
2020;1;49;-13;4,03;0,532163857857111;NA;NA;NA;NA;NA
2020;1;49;-11;11,07;1,79605302026775;NA;NA;NA;NA;NA
2020;1;49;-9;66,92;3,5921060405355;NA;NA;NA;NA;NA
2020;1;49;-7;159,12;4,92251568517827;NA;NA;NA;NA;NA
2020;1;49;-5;162,19;7,184212081071;NA;NA;NA;NA;NA
2020;1;49;-3;90,48;8,84722413687447;NA;NA;NA;NA;NA
2020;1;49;-1;49,2;5,92032291866036;NA;NA;NA;NA;NA
2020;1;49;1;45;3,12646266491053;NA;NA;NA;NA;NA
2020;1;49;3;77,33;5,78728195419608;NA;NA;NA;NA;NA
2020;1;49;5;48,93;2,86038073598197;NA;NA;NA;NA;NA
2020;1;49;7;19,45;0,864766269017805;NA;NA;NA;NA;NA
2020;1;49;11;0,91;0,133040964464278;NA;NA;NA;NA;NA
2020;1;49;13;10,06;1,33040964464278;NA;NA;NA;NA;NA
2020;1;49;15;1,19;0,266081928928555;NA;NA;NA;NA;NA
2020;1;51;-33;0,06;0;NA;NA;NA;NA;NA
2020;1;51;-31;0,48;0;NA;NA;NA;NA;NA
2020;1;51;-29;0,45;0;NA;NA;NA;NA;NA
2020;1;51;-27;1,65;0,266081928928555;NA;NA;NA;NA;NA
2020;1;51;-25;2,81;0,532163857857111;NA;NA;NA;NA;NA
2020;1;51;-23;1,51;0,399122893392833;NA;NA;NA;NA;NA
2020;1;51;-21;0,45;0;NA;NA;NA;NA;NA
2020;1;51;-19;0,34;0;NA;NA;NA;NA;NA
2020;1;51;-17;0,87;0;NA;NA;NA;NA;NA
2020;1;51;-15;0,57;0;NA;NA;NA;NA;NA
2020;1;51;-13;12,03;1,33040964464278;NA;NA;NA;NA;NA
2020;1;51;-11;26,94;2,394737360357;NA;NA;NA;NA;NA
2020;1;51;-9;79,78;3,05994218267839;NA;NA;NA;NA;NA
2020;1;51;-7;141,36;4,65643375624972;NA;NA;NA;NA;NA
2020;1;51;-5;174,23;5,85380243642822;NA;NA;NA;NA;NA
2020;1;51;-3;129,26;7,31725304553527;NA;NA;NA;NA;NA
2020;1;51;-1;44,03;3,92470845169619;NA;NA;NA;NA;NA
2020;1;51;1;41,93;4,52339279178544;NA;NA;NA;NA;NA
2020;1;51;3;70,96;6,11988436535677;NA;NA;NA;NA;NA
2020;1;51;5;49,96;2,66081928928555;NA;NA;NA;NA;NA
2020;1;51;7;63,9;3,52558555830336;NA;NA;NA;NA;NA
2020;1;51;9;42,23;2,46125784258914;NA;NA;NA;NA;NA
2020;1;51;11;23,19;1,92909398473203;NA;NA;NA;NA;NA
2020;1;51;13;27,49;2,0621349491963;NA;NA;NA;NA;NA
2020;1;51;15;12,64;1,46345060910705;NA;NA;NA;NA;NA
2020;1;53;-31;0,03;0;NA;NA;NA;NA;NA
2020;1;53;-29;0,71;0;NA;NA;NA;NA;NA
2020;1;53;-27;1,44;0,399122893392833;NA;NA;NA;NA;NA
2020;1;53;-25;2;0,399122893392833;NA;NA;NA;NA;NA
2020;1;53;-23;1,23;0,133040964464278;NA;NA;NA;NA;NA
2020;1;53;-19;0,39;0,133040964464278;NA;NA;NA;NA;NA
2020;1;53;-17;1,22;0,199561446696417;NA;NA;NA;NA;NA
2020;1;53;-15;2,23;0,532163857857111;NA;NA;NA;NA;NA
2020;1;53;-13;25,35;1,66301205580347;NA;NA;NA;NA;NA
2020;1;53;-11;58,51;4,52339279178544;NA;NA;NA;NA;NA
2020;1;53;-9;93,19;5,05555664964255;NA;NA;NA;NA;NA
2020;1;53;-7;128,86;7,45029400999955;NA;NA;NA;NA;NA
2020;1;53;-5;144,2;6,78508918767816;NA;NA;NA;NA;NA
2020;1;53;-3;168,93;10,3771952282137;NA;NA;NA;NA;NA
2020;1;53;-1;38,19;2,52777832482128;NA;NA;NA;NA;NA
2020;1;53;1;60,84;4,52339279178544;NA;NA;NA;NA;NA
2020;1;53;3;87,76;7,05117111660672;NA;NA;NA;NA;NA
2020;1;53;5;71,45;4,25731086285689;NA;NA;NA;NA;NA
2020;1;53;7;62,64;2,79386025374983;NA;NA;NA;NA;NA
2020;1;53;9;61;3,2595036293748;NA;NA;NA;NA;NA
2020;1;53;11;54,71;2,99342170044625;NA;NA;NA;NA;NA
2020;1;53;13;29,13;1,99561446696417;NA;NA;NA;NA;NA
2020;1;53;15;44,6;3,72514700499978;NA;NA;NA;NA;NA
2020;1;53;17;11,68;0,931286751249944;NA;NA;NA;NA;NA
2020;1;55;-27;0,12;0;NA;NA;NA;NA;NA
2020;1;55;-25;0,16;0;NA;NA;NA;NA;NA
2020;1;55;-23;0,06;0;NA;NA;NA;NA;NA
2020;1;55;-19;1,59;0,399122893392833;NA;NA;NA;NA;NA
2020;1;55;-17;1,42;0,399122893392833;NA;NA;NA;NA;NA
2020;1;55;-15;10,9;1,79605302026775;NA;NA;NA;NA;NA
2020;1;55;-13;16,91;1,59649157357133;NA;NA;NA;NA;NA
2020;1;55;-11;31,22;3,19298314714267;NA;NA;NA;NA;NA
2020;1;55;-9;66,77;4,4568723095533;NA;NA;NA;NA;NA
2020;1;55;-7;88,87;3,85818796946405;NA;NA;NA;NA;NA
2020;1;55;-5;102,04;7,45029400999955;NA;NA;NA;NA;NA
2020;1;55;-3;146,4;8,11549883232094;NA;NA;NA;NA;NA
2020;1;55;-1;40,74;3,12646266491053;NA;NA;NA;NA;NA
2020;1;55;1;54,13;3,79166748723191;NA;NA;NA;NA;NA
2020;1;55;3;59,38;3,99122893392833;NA;NA;NA;NA;NA
2020;1;55;5;63,12;5,85380243642822;NA;NA;NA;NA;NA
2020;1;55;7;81,77;4,12426989839261;NA;NA;NA;NA;NA
2020;1;55;9;69,06;5,12207713187469;NA;NA;NA;NA;NA
2020;1;55;11;55,94;3,12646266491053;NA;NA;NA;NA;NA
2020;1;55;13;54,26;2,32821687812486;NA;NA;NA;NA;NA
2020;1;55;15;63,26;2,86038073598197;NA;NA;NA;NA;NA
2020;1;55;17;33,42;1,79605302026775;NA;NA;NA;NA;NA
2020;1;57;-25;0,19;0;NA;NA;NA;NA;NA
2020;1;57;-23;0,65;0;NA;NA;NA;NA;NA
2020;1;57;-21;0,03;0;NA;NA;NA;NA;NA
2020;1;57;-19;1,51;0,133040964464278;NA;NA;NA;NA;NA
2020;1;57;-17;1,62;0,332602411160694;NA;NA;NA;NA;NA
2020;1;57;-15;16,55;2,86038073598197;NA;NA;NA;NA;NA
2020;1;57;-13;50,91;6,25292532982105;NA;NA;NA;NA;NA
2020;1;57;-11;57,81;4,32383134508903;NA;NA;NA;NA;NA
2020;1;57;-9;69,42;5,05555664964255;NA;NA;NA;NA;NA
2020;1;57;-7;59,84;5,32163857857111;NA;NA;NA;NA;NA
2020;1;57;-5;57,42;4,12426989839261;NA;NA;NA;NA;NA
2020;1;57;-3;56,9;3,2595036293748;NA;NA;NA;NA;NA
2020;1;57;-1;30,87;2,19517591366058;NA;NA;NA;NA;NA
2020;1;57;1;43,1;4,4568723095533;NA;NA;NA;NA;NA
2020;1;57;3;58,51;7,05117111660672;NA;NA;NA;NA;NA
2020;1;57;5;81,28;7,38377352776741;NA;NA;NA;NA;NA
2020;1;57;7;76,14;4,32383134508903;NA;NA;NA;NA;NA
2020;1;57;9;79,68;3,92470845169619;NA;NA;NA;NA;NA
2020;1;57;11;68,58;3,79166748723191;NA;NA;NA;NA;NA
2020;1;57;13;64,55;1,86257350249989;NA;NA;NA;NA;NA
2020;1;57;15;44,65;4,12426989839261;NA;NA;NA;NA;NA
2020;1;57;17;29,68;2,32821687812486;NA;NA;NA;NA;NA
2020;1;57;19;1,29;0,133040964464278;NA;NA;NA;NA;NA
2020;1;59;-25;0,16;0;NA;NA;NA;NA;NA
2020;1;59;-23;0,48;0,0665204822321389;NA;NA;NA;NA;NA
2020;1;59;-21;0,39;0;NA;NA;NA;NA;NA
2020;1;59;-19;4,61;0,798245786785666;NA;NA;NA;NA;NA
2020;1;59;-17;3,62;0,665204822321388;NA;NA;NA;NA;NA
2020;1;59;-15;4,16;0,798245786785666;NA;NA;NA;NA;NA
2020;1;59;-13;21,91;1,86257350249989;NA;NA;NA;NA;NA
2020;1;59;-11;58,84;4,25731086285689;NA;NA;NA;NA;NA
2020;1;59;-9;69,38;6,11988436535677;NA;NA;NA;NA;NA
2020;1;59;-7;46,04;3,5921060405355;NA;NA;NA;NA;NA
2020;1;59;-5;50,7;2,0621349491963;NA;NA;NA;NA;NA
2020;1;59;-3;44,27;3,79166748723191;NA;NA;NA;NA;NA
2020;1;59;-1;29,14;2,19517591366058;NA;NA;NA;NA;NA
2020;1;59;1;45,1;4,19079038062475;NA;NA;NA;NA;NA
2020;1;59;3;41,94;4,12426989839261;NA;NA;NA;NA;NA
2020;1;59;5;62,83;6,91813015214244;NA;NA;NA;NA;NA
2020;1;59;7;74,28;4,12426989839261;NA;NA;NA;NA;NA
2020;1;59;9;93,49;5,12207713187469;NA;NA;NA;NA;NA
2020;1;59;11;92,52;4,05774941616047;NA;NA;NA;NA;NA
2020;1;59;13;66,58;3,12646266491053;NA;NA;NA;NA;NA
2020;1;59;15;38,34;1,92909398473203;NA;NA;NA;NA;NA
2020;1;59;17;36,16;1,86257350249989;NA;NA;NA;NA;NA
2020;1;59;19;10,87;1,39693012687492;NA;NA;NA;NA;NA
2020;1;59;21;2,83;0,665204822321388;NA;NA;NA;NA;NA
2020;1;61;-23;0,2;0;NA;NA;NA;NA;NA
2020;1;61;-21;0,58;0;NA;NA;NA;NA;NA
2020;1;61;-19;3,59;0,665204822321388;NA;NA;NA;NA;NA
2020;1;61;-17;7,41;1,26388916241064;NA;NA;NA;NA;NA
2020;1;61;-15;13,09;1,46345060910705;NA;NA;NA;NA;NA
2020;1;61;-13;38,74;3,72514700499978;NA;NA;NA;NA;NA
2020;1;61;-11;74,09;4,05774941616047;NA;NA;NA;NA;NA
2020;1;61;-9;56,62;2,46125784258914;NA;NA;NA;NA;NA
2020;1;61;-7;29,22;1,79605302026775;NA;NA;NA;NA;NA
2020;1;61;-5;61,12;5,05555664964255;NA;NA;NA;NA;NA
2020;1;61;-3;31,19;2,26169639589272;NA;NA;NA;NA;NA
2020;1;61;-1;27,68;2,0621349491963;NA;NA;NA;NA;NA
2020;1;61;1;45,16;4,85599520294614;NA;NA;NA;NA;NA
2020;1;61;3;24,23;2,59429880705341;NA;NA;NA;NA;NA
2020;1;61;5;62,22;4,32383134508903;NA;NA;NA;NA;NA
2020;1;61;7;79,04;4,39035182732116;NA;NA;NA;NA;NA
2020;1;61;9;90,78;7,05117111660672;NA;NA;NA;NA;NA
2020;1;61;11;68,91;4,19079038062475;NA;NA;NA;NA;NA
2020;1;61;13;62,76;2,59429880705341;NA;NA;NA;NA;NA
2020;1;61;15;50,58;2,26169639589272;NA;NA;NA;NA;NA
2020;1;61;17;34,55;2,394737360357;NA;NA;NA;NA;NA
2020;1;61;19;18,45;1,46345060910705;NA;NA;NA;NA;NA
2020;1;61;21;8,55;1,39693012687492;NA;NA;NA;NA;NA
2020;1;61;23;0,6;0,133040964464278;NA;NA;NA;NA;NA
2020;1;61;25;0,23;0;NA;NA;NA;NA;NA
2020;1;63;-23;0,48;0,133040964464278;NA;NA;NA;NA;NA
2020;1;63;-21;0,23;0;NA;NA;NA;NA;NA
2020;1;63;-19;4,68;0,532163857857111;NA;NA;NA;NA;NA
2020;1;63;-17;7,68;1,1973686801785;NA;NA;NA;NA;NA
2020;1;63;-15;11,68;0,997807233482083;NA;NA;NA;NA;NA
2020;1;63;-13;32,03;2,32821687812486;NA;NA;NA;NA;NA
2020;1;63;-11;37,1;2,59429880705341;NA;NA;NA;NA;NA
2020;1;63;-9;27,02;3,05994218267839;NA;NA;NA;NA;NA
2020;1;63;-7;13,52;1,79605302026775;NA;NA;NA;NA;NA
2020;1;63;-5;30,74;2,394737360357;NA;NA;NA;NA;NA
2020;1;63;-3;21,48;2,59429880705341;NA;NA;NA;NA;NA
2020;1;63;-1;17,71;2,12865543142844;NA;NA;NA;NA;NA
2020;1;63;1;37,97;3,52558555830336;NA;NA;NA;NA;NA
2020;1;63;3;28,42;3,2595036293748;NA;NA;NA;NA;NA
2020;1;63;5;61,33;7,11769159883886;NA;NA;NA;NA;NA
2020;1;63;7;84,94;5,72076147196394;NA;NA;NA;NA;NA
2020;1;63;9;81,19;4,4568723095533;NA;NA;NA;NA;NA
2020;1;63;11;37,87;2,86038073598197;NA;NA;NA;NA;NA
2020;1;63;13;38,03;1,52997109133919;NA;NA;NA;NA;NA
2020;1;63;15;39,64;1,92909398473203;NA;NA;NA;NA;NA
2020;1;63;17;37,94;1,26388916241064;NA;NA;NA;NA;NA
2020;1;63;19;19;1,33040964464278;NA;NA;NA;NA;NA
2020;1;63;21;17,88;1,46345060910705;NA;NA;NA;NA;NA
2020;1;63;23;1,07;0,266081928928555;NA;NA;NA;NA;NA
2020;1;63;25;0,26;0;NA;NA;NA;NA;NA
2020;1;65;-29;0,16;0;NA;NA;NA;NA;NA
2020;1;65;-25;0,03;0;NA;NA;NA;NA;NA
2020;1;65;-23;2,06;0,532163857857111;NA;NA;NA;NA;NA
2020;1;65;-21;1,17;0,266081928928555;NA;NA;NA;NA;NA
2020;1;65;-19;5,33;0,665204822321388;NA;NA;NA;NA;NA
2020;1;65;-17;8,38;0,798245786785666;NA;NA;NA;NA;NA
2020;1;65;-15;21,26;2,12865543142844;NA;NA;NA;NA;NA
2020;1;65;-13;46,94;2,19517591366058;NA;NA;NA;NA;NA
2020;1;65;-11;48;3,99122893392833;NA;NA;NA;NA;NA
2020;1;65;-9;10,97;1,86257350249989;NA;NA;NA;NA;NA
2020;1;65;-7;7,61;1,33040964464278;NA;NA;NA;NA;NA
2020;1;65;-5;16,91;1,92909398473203;NA;NA;NA;NA;NA
2020;1;65;-3;9,26;0,665204822321388;NA;NA;NA;NA;NA
2020;1;65;-1;8,23;1,46345060910705;NA;NA;NA;NA;NA
2020;1;65;1;33,55;2,86038073598197;NA;NA;NA;NA;NA
2020;1;65;3;22,75;2,19517591366058;NA;NA;NA;NA;NA
2020;1;65;5;65,35;7,184212081071;NA;NA;NA;NA;NA
2020;1;65;7;91,26;6,78508918767816;NA;NA;NA;NA;NA
2020;1;65;9;106,98;7,71637593892811;NA;NA;NA;NA;NA
2020;1;65;11;62,43;2,26169639589272;NA;NA;NA;NA;NA
2020;1;65;13;33,05;2,26169639589272;NA;NA;NA;NA;NA
2020;1;65;15;33,23;1,59649157357133;NA;NA;NA;NA;NA
2020;1;65;17;26;1,33040964464278;NA;NA;NA;NA;NA
2020;1;65;19;13,42;1,13084819794636;NA;NA;NA;NA;NA
2020;1;65;21;8;0,59868434008925;NA;NA;NA;NA;NA
2020;1;65;23;1,06;0,266081928928555;NA;NA;NA;NA;NA
2020;1;65;25;0,13;0;NA;NA;NA;NA;NA
2020;1;67;-29;0,68;0,133040964464278;NA;NA;NA;NA;NA
2020;1;67;-27;0,09;0;NA;NA;NA;NA;NA
2020;1;67;-23;0,03;0;NA;NA;NA;NA;NA
2020;1;67;-21;0,8;0,133040964464278;NA;NA;NA;NA;NA
2020;1;67;-19;5,94;0,864766269017805;NA;NA;NA;NA;NA
2020;1;67;-17;13,83;1,06432771571422;NA;NA;NA;NA;NA
2020;1;67;-15;17,16;1,1973686801785;NA;NA;NA;NA;NA
2020;1;67;-13;49,42;3,05994218267839;NA;NA;NA;NA;NA
2020;1;67;-11;14,55;2,26169639589272;NA;NA;NA;NA;NA
2020;1;67;-9;1,04;0,0665204822321389;NA;NA;NA;NA;NA
2020;1;67;-7;3,74;0,731725304553527;NA;NA;NA;NA;NA
2020;1;67;-5;8,35;1,26388916241064;NA;NA;NA;NA;NA
2020;1;67;-3;11,32;1,66301205580347;NA;NA;NA;NA;NA
2020;1;67;-1;14,33;1,59649157357133;NA;NA;NA;NA;NA
2020;1;67;1;31,36;3,19298314714266;NA;NA;NA;NA;NA
2020;1;67;3;17,22;2,12865543142844;NA;NA;NA;NA;NA
2020;1;67;5;53,74;6,45248677651747;NA;NA;NA;NA;NA
2020;1;67;7;64,25;4,85599520294614;NA;NA;NA;NA;NA
2020;1;67;9;72,77;4,05774941616047;NA;NA;NA;NA;NA
2020;1;67;11;66,12;3,92470845169619;NA;NA;NA;NA;NA
2020;1;67;13;37,19;1,59649157357133;NA;NA;NA;NA;NA
2020;1;67;15;16,68;1,39693012687492;NA;NA;NA;NA;NA
2020;1;67;17;6,68;0,731725304553527;NA;NA;NA;NA;NA
2020;1;67;19;1,03;0,266081928928555;NA;NA;NA;NA;NA
2020;1;67;21;0,97;0,199561446696417;NA;NA;NA;NA;NA
2020;1;67;23;0,06;0;NA;NA;NA;NA;NA
2020;1;67;25;0,03;0;NA;NA;NA;NA;NA
2020;1;69;-29;0,06;0;NA;NA;NA;NA;NA
2020;1;69;-21;2;0,465643375624972;NA;NA;NA;NA;NA
2020;1;69;-19;6,55;1,06432771571422;NA;NA;NA;NA;NA
2020;1;69;-17;27,26;2,52777832482128;NA;NA;NA;NA;NA
2020;1;69;-15;37,8;4,58991327401758;NA;NA;NA;NA;NA
2020;1;69;-13;49,32;3,5921060405355;NA;NA;NA;NA;NA
2020;1;69;-11;10;0,997807233482083;NA;NA;NA;NA;NA
2020;1;69;-9;0,16;0;NA;NA;NA;NA;NA
2020;1;69;-7;0,13;0;NA;NA;NA;NA;NA
2020;1;69;-5;0,1;0;NA;NA;NA;NA;NA
2020;1;69;-3;2,67;0,532163857857111;NA;NA;NA;NA;NA
2020;1;69;-1;20,07;1,66301205580347;NA;NA;NA;NA;NA
2020;1;69;1;26,77;2,32821687812486;NA;NA;NA;NA;NA
2020;1;69;3;8,48;1,1973686801785;NA;NA;NA;NA;NA
2020;1;69;5;13,75;2,26169639589272;NA;NA;NA;NA;NA
2020;1;69;7;37,99;3,45906507607122;NA;NA;NA;NA;NA
2020;1;69;9;77,64;10,7097976393744;NA;NA;NA;NA;NA
2020;1;69;11;57,74;4,12426989839261;NA;NA;NA;NA;NA
2020;1;69;13;19,84;1,59649157357133;NA;NA;NA;NA;NA
2020;1;69;15;8,71;0,997807233482083;NA;NA;NA;NA;NA
2020;1;69;17;7,42;0,798245786785666;NA;NA;NA;NA;NA
2020;1;69;19;2,19;0,399122893392833;NA;NA;NA;NA;NA
2020;1;71;-21;3,52;0,399122893392833;NA;NA;NA;NA;NA
2020;1;71;-19;3,55;0,798245786785666;NA;NA;NA;NA;NA
2020;1;71;-17;11,03;0,931286751249944;NA;NA;NA;NA;NA
2020;1;71;-15;24;2,46125784258914;NA;NA;NA;NA;NA
2020;1;71;-13;25,55;4,19079038062475;NA;NA;NA;NA;NA
2020;1;71;-11;1,6;0,399122893392833;NA;NA;NA;NA;NA
2020;1;71;-7;0,06;0;NA;NA;NA;NA;NA
2020;1;71;-5;0,06;0;NA;NA;NA;NA;NA
2020;1;71;-3;2,19;0,465643375624972;NA;NA;NA;NA;NA
2020;1;71;-1;22,93;2,72733977151769;NA;NA;NA;NA;NA
2020;1;71;1;17,77;3,19298314714267;NA;NA;NA;NA;NA
2020;1;71;3;4,29;0,864766269017805;NA;NA;NA;NA;NA
2020;1;71;5;5,59;1,06432771571422;NA;NA;NA;NA;NA
2020;1;71;7;21,81;2,72733977151769;NA;NA;NA;NA;NA
